index,source,pu_label
376,newRef_137,1
377,newRef_137,1
378,newRef_137,1
379,G2,-1
380,G2,-1
381,G2,-1
382,G2,-1
383,G2,-1
384,G2,-1
385,G2,-1
386,G2,-1
387,G2,-1
388,G2,-1
389,G2,-1
390,G2,-1
391,G2,-1
392,initial_370,1
393,initial_370,1
394,initial_370,1
395,initial_370,1
396,initial_370,1
397,initial_370,1
398,initial_370,1
399,initial_370,1
400,initial_370,1
401,initial_370,1
402,initial_370,1
403,initial_370,1
404,initial_370,1
405,newRef_137,1
406,newRef_137,1
407,newRef_137,1
408,G2,-1
409,G2,-1
410,G2,-1
411,G2,-1
412,G2,-1
413,G2,-1
414,G2,-1
415,G2,-1
416,G2,-1
417,G2,-1
418,initial_370,1
419,initial_370,1
420,initial_370,1
421,initial_370,1
422,initial_370,1
423,initial_370,1
424,initial_370,1
425,initial_370,1
426,initial_370,1
427,newRef_137,1
428,newRef_137,1
429,newRef_137,1
430,newRef_137,1
431,G2,-1
432,G2,-1
433,G2,-1
434,G2,-1
435,G2,-1
436,G2,-1
437,G2,-1
438,G2,-1
439,G3,-1
440,initial_370,1
441,initial_370,1
442,initial_370,1
443,initial_370,1
444,initial_370,1
445,initial_370,1
446,initial_370,1
447,initial_370,1
448,newRef_137,1
449,newRef_137,1
450,newRef_137,1
451,newRef_137,1
452,newRef_137,1
453,G2,-1
454,G2,-1
455,G2,-1
456,G2,-1
457,G2,-1
458,G2,-1
459,G2,-1
460,G2,-1
461,G3,-1
462,initial_370,1
463,initial_370,1
464,initial_370,1
465,initial_370,1
466,initial_370,1
467,initial_370,1
468,initial_370,1
469,initial_370,1
470,initial_370,1
471,initial_370,1
472,initial_370,1
473,initial_370,1
474,initial_370,1
475,newRef_137,1
476,newRef_137,1
477,G2,-1
478,G2,-1
479,G2,-1
480,G2,-1
481,G2,-1
482,initial_370,1
483,initial_370,1
484,initial_370,1
485,initial_370,1
486,initial_370,1
487,initial_370,1
488,initial_370,1
489,initial_370,1
490,initial_370,1
491,initial_370,1
492,newRef_137,1
493,newRef_137,1
494,newRef_137,1
495,newRef_137,1
496,G2,-1
497,G2,-1
498,G2,-1
499,G2,-1
500,G2,-1
501,G2,-1
502,G2,-1
503,G3,-1
504,initial_370,1
505,initial_370,1
506,initial_370,1
507,initial_370,1
508,initial_370,1
509,initial_370,1
510,initial_370,1
511,initial_370,1
512,initial_370,1
513,newRef_137,1
514,newRef_137,1
515,newRef_137,1
516,newRef_137,1
517,newRef_137,1
518,newRef_137,1
519,newRef_137,1
520,G2,-1
521,G2,-1
522,G2,-1
523,G2,-1
524,G2,-1
525,initial_370,1
526,initial_370,1
527,initial_370,1
528,initial_370,1
529,initial_370,1
530,initial_370,1
531,initial_370,1
532,initial_370,1
533,initial_370,1
534,initial_370,1
535,initial_370,1
536,initial_370,1
537,initial_370,1
538,newRef_137,1
539,newRef_137,1
540,newRef_137,1
541,newRef_137,1
542,newRef_137,1
543,newRef_137,1
544,newRef_137,1
545,G2,-1
546,G2,-1
547,G2,-1
548,G3,-1
549,initial_370,1
550,initial_370,1
551,initial_370,1
552,initial_370,1
553,newRef_137,1
554,newRef_137,1
555,newRef_137,1
556,newRef_137,1
557,newRef_137,1
558,G2,-1
559,G2,-1
560,G2,-1
561,initial_370,1
562,initial_370,1
563,initial_370,1
564,initial_370,1
565,initial_370,1
566,initial_370,1
567,newRef_137,1
568,newRef_137,1
569,G2,-1
570,G2,-1
571,G2,-1
572,initial_370,1
573,initial_370,1
574,initial_370,1
575,initial_370,1
576,initial_370,1
577,newRef_137,1
578,newRef_137,1
579,newRef_137,1
580,newRef_137,1
581,G2,-1
582,G2,-1
583,G2,-1
584,G3,-1
585,initial_370,1
586,initial_370,1
587,initial_370,1
588,initial_370,1
589,initial_370,1
590,initial_370,1
591,initial_370,1
592,newRef_137,1
593,newRef_137,1
594,newRef_137,1
595,newRef_137,1
596,newRef_137,1
597,newRef_137,1
598,G2,-1
599,initial_370,1
600,initial_370,1
601,initial_370,1
602,initial_370,1
603,initial_370,1
604,initial_370,1
605,initial_370,1
606,newRef_137,1
607,newRef_137,1
608,G2,-1
609,initial_370,1
610,initial_370,1
611,initial_370,1
612,initial_370,1
613,initial_370,1
614,initial_370,1
615,newRef_137,1
616,newRef_137,1
617,newRef_137,1
618,newRef_137,1
619,newRef_137,1
620,G2,-1
621,calcitriol,1
622,initial_370,1
623,initial_370,1
624,initial_370,1
625,initial_370,1
626,initial_370,1
627,newRef_137,1
628,newRef_137,1
629,newRef_137,1
630,newRef_137,1
631,G2,-1
632,G2,-1
633,G2,-1
634,G2,-1
635,initial_370,1
636,initial_370,1
637,initial_370,1
638,initial_370,1
639,initial_370,1
640,newRef_137,1
641,newRef_137,1
642,newRef_137,1
643,initial_370,1
644,initial_370,1
645,initial_370,1
646,initial_370,1
647,newRef_137,1
648,newRef_137,1
649,newRef_137,1
650,initial_370,1
651,initial_370,1
652,initial_370,1
653,newRef_137,1
654,newRef_137,1
655,initial_370,1
656,initial_370,1
657,initial_370,1
658,newRef_137,1
659,initial_370,1
660,initial_370,1
661,newRef_137,1
662,G2,-1
663,G2,-1
664,initial_370,1
665,initial_370,1
666,initial_370,1
667,initial_370,1
668,initial_370,1
669,initial_370,1
670,initial_370,1
671,newRef_137,1
672,initial_370,1
673,initial_370,1
674,newRef_137,1
675,newRef_137,1
676,newRef_137,1
677,newRef_137,1
678,newRef_137,1
679,newRef_137,1
680,newRef_137,1
681,initial_370,1
682,initial_370,1
683,initial_370,1
684,initial_370,1
685,initial_370,1
686,newRef_137,1
687,newRef_137,1
688,initial_370,1
689,newRef_137,1
690,initial_370,1
691,initial_370,1
692,initial_370,1
693,G1,-1
694,G1,-1
695,G1,-1
696,G1,-1
697,G1,-1
698,G1,-1
699,G1,-1
700,G1,-1
701,G1,-1
702,G1,-1
703,G1,-1
704,G1,-1
705,G1,-1
706,G1,-1
707,G1,-1
708,G1,-1
709,G1,-1
710,G1,-1
711,G1,-1
712,G1,-1
713,G1,-1
714,G1,-1
715,G1,-1
716,G1,-1
717,G1,-1
718,G1,-1
719,G1,-1
720,G1,-1
721,G1,-1
722,G1,-1
723,G1,-1
724,G1,-1
725,G1,-1
726,G1,-1
727,G1,-1
728,G1,-1
729,G1,-1
730,G1,-1
731,G1,-1
732,G1,-1
733,G1,-1
734,G1,-1
735,G1,-1
736,G1,-1
737,G1,-1
738,G1,-1
739,G1,-1
740,G1,-1
741,G1,-1
742,G1,-1
743,G1,-1
744,G1,-1
745,G1,-1
746,G1,-1
747,G1,-1
748,G1,-1
749,G1,-1
750,G1,-1
751,G1,-1
752,G1,-1
753,G1,-1
754,G1,-1
755,G1,-1
756,G1,-1
757,G1,-1
758,G1,-1
759,G1,-1
760,G1,-1
761,G1,-1
762,G1,-1
763,G1,-1
764,G1,-1
765,G1,-1
766,G1,-1
767,G1,-1
768,G1,-1
769,G1,-1
770,G1,-1
771,G1,-1
772,G1,-1
773,G1,-1
774,G1,-1
775,G1,-1
776,G1,-1
777,G1,-1
778,G1,-1
779,G1,-1
780,G1,-1
781,G1,-1
782,G1,-1
783,G1,-1
784,G1,-1
785,G1,-1
786,G1,-1
787,G1,-1
788,G1,-1
789,G1,-1
790,G1,-1
791,G1,-1
792,G1,-1
793,G1,-1
794,G1,-1
795,G1,-1
796,G1,-1
797,G1,-1
798,G1,-1
799,G1,-1
800,G1,-1
801,G1,-1
802,G1,-1
803,G1,-1
804,G1,-1
805,G1,-1
806,G1,-1
807,G1,-1
808,G1,-1
809,G1,-1
810,G1,-1
811,G1,-1
812,G1,-1
813,G1,-1
814,G1,-1
815,G1,-1
816,G1,-1
817,G1,-1
818,G1,-1
819,G1,-1
820,G1,-1
821,G1,-1
822,G1,-1
823,G1,-1
824,G1,-1
825,G1,-1
826,G1,-1
827,G1,-1
828,G1,-1
829,G1,-1
830,G1,-1
831,G1,-1
832,G1,-1
833,G1,-1
834,G1,-1
835,G1,-1
836,G1,-1
837,G1,-1
838,G1,-1
839,G1,-1
840,G1,-1
841,G1,-1
842,G1,-1
843,G1,-1
844,G1,-1
845,G1,-1
846,G1,-1
847,G1,-1
848,G1,-1
849,G1,-1
850,G1,-1
851,G1,-1
852,G1,-1
853,G1,-1
854,G1,-1
855,G1,-1
856,G1,-1
857,G1,-1
858,G1,-1
859,G1,-1
860,G1,-1
861,G1,-1
862,G1,-1
863,G1,-1
864,G1,-1
865,G1,-1
866,G1,-1
867,G1,-1
868,G1,-1
869,G1,-1
870,G1,-1
871,G1,-1
872,G1,-1
873,G1,-1
874,G1,-1
875,G1,-1
876,G1,-1
877,G1,-1
878,G1,-1
879,G1,-1
880,G1,-1
881,G1,-1
882,G1,-1
883,G1,-1
884,G1,-1
885,G1,-1
886,G1,-1
887,G1,-1
888,G1,-1
889,G1,-1
890,G1,-1
891,G1,-1
892,G1,-1
893,G1,-1
894,G1,-1
895,G1,-1
896,G1,-1
897,G1,-1
898,G1,-1
899,G1,-1
900,G1,-1
901,G1,-1
902,G1,-1
903,G1,-1
904,G1,-1
905,G1,-1
906,G1,-1
907,G1,-1
908,G1,-1
909,G1,-1
910,G1,-1
911,G1,-1
912,G1,-1
913,G1,-1
914,G1,-1
915,G1,-1
916,G1,-1
917,G1,-1
918,G1,-1
919,G1,-1
920,G1,-1
921,G1,-1
922,G1,-1
923,G1,-1
924,G1,-1
925,G1,-1
926,G1,-1
927,G1,-1
928,G1,-1
929,G1,-1
930,G1,-1
931,G1,-1
932,G1,-1
933,G1,-1
934,G1,-1
935,G1,-1
936,G1,-1
937,G1,-1
938,G1,-1
939,G1,-1
940,G1,-1
941,G1,-1
942,G1,-1
943,G1,-1
944,G1,-1
945,G1,-1
946,G1,-1
947,G1,-1
948,G1,-1
949,G1,-1
950,G1,-1
951,G1,-1
952,G1,-1
953,G1,-1
954,G1,-1
955,G1,-1
956,G1,-1
957,G1,-1
958,G1,-1
959,G1,-1
960,G1,-1
961,G1,-1
962,G1,-1
963,G1,-1
964,G1,-1
965,G1,-1
966,G1,-1
967,G1,-1
968,G1,-1
969,G1,-1
970,G1,-1
971,G1,-1
972,G1,-1
973,G1,-1
974,G1,-1
975,G1,-1
976,G1,-1
977,G1,-1
978,G1,-1
979,G1,-1
980,G1,-1
981,G1,-1
982,G1,-1
983,G1,-1
984,G1,-1
985,G1,-1
986,G1,-1
987,G1,-1
988,G1,-1
989,G1,-1
990,G1,-1
991,G1,-1
992,G1,-1
993,G1,-1
994,G1,-1
995,G1,-1
996,G1,-1
997,G1,-1
998,G1,-1
999,G1,-1
1000,G1,-1
1001,G1,-1
1002,G1,-1
1003,G1,-1
1004,G1,-1
1005,G1,-1
1006,G1,-1
1007,G1,-1
1008,G1,-1
1009,G1,-1
1010,G1,-1
1011,G1,-1
1012,G1,-1
1013,G1,-1
1014,G1,-1
1015,G1,-1
1016,G1,-1
1017,G1,-1
1018,G1,-1
1019,G1,-1
1020,G1,-1
1021,G1,-1
1022,G1,-1
1023,G1,-1
1024,G1,-1
1025,G1,-1
1026,G1,-1
1027,G1,-1
1028,G1,-1
1029,G1,-1
1030,G1,-1
1031,G1,-1
1032,G1,-1
1033,G1,-1
1034,G1,-1
1035,G1,-1
1036,G1,-1
1037,G1,-1
1038,G1,-1
1039,G1,-1
1040,G1,-1
1041,G1,-1
1042,G1,-1
1043,G1,-1
1044,G1,-1
1045,G1,-1
1046,G1,-1
1047,G1,-1
1048,G1,-1
1049,G1,-1
1050,G1,-1
1051,G1,-1
1052,G1,-1
1053,G1,-1
1054,G1,-1
1055,G1,-1
1056,G1,-1
1057,G1,-1
1058,G1,-1
1059,G1,-1
1060,G1,-1
1061,G1,-1
1062,G1,-1
1063,G1,-1
1064,G1,-1
1065,G1,-1
1066,G1,-1
1067,G1,-1
1068,G1,-1
1069,G1,-1
1070,G1,-1
1071,G1,-1
1072,G1,-1
1073,G1,-1
1074,G1,-1
1075,G1,-1
1076,G1,-1
1077,G1,-1
1078,G1,-1
1079,G1,-1
1080,G1,-1
1081,G1,-1
1082,G1,-1
1083,G1,-1
1084,G1,-1
1085,G1,-1
1086,G1,-1
1087,G1,-1
1088,G1,-1
1089,G1,-1
1090,G1,-1
1091,G1,-1
1092,G1,-1
1093,G1,-1
1094,G1,-1
1095,G1,-1
1096,G1,-1
1097,G1,-1
1098,G1,-1
1099,G1,-1
1100,G1,-1
1101,G1,-1
1102,G1,-1
1103,G1,-1
1104,G1,-1
1105,G1,-1
1106,G1,-1
1107,G1,-1
1108,G1,-1
1109,G1,-1
1110,G1,-1
1111,G1,-1
1112,G1,-1
1113,G1,-1
1114,G1,-1
1115,G1,-1
1116,G1,-1
1117,G1,-1
1118,G1,-1
1119,G1,-1
1120,G1,-1
1121,G1,-1
1122,G1,-1
1123,G1,-1
1124,G1,-1
1125,G1,-1
1126,G1,-1
1127,G1,-1
1128,G1,-1
1129,G1,-1
1130,G1,-1
1131,G1,-1
1132,G1,-1
1133,G1,-1
1134,G1,-1
1135,G1,-1
1136,G1,-1
1137,G1,-1
1138,G1,-1
1139,G1,-1
1140,G1,-1
1141,G1,-1
1142,G1,-1
1143,G1,-1
1144,G1,-1
1145,G1,-1
1146,G1,-1
1147,G1,-1
1148,G1,-1
1149,G1,-1
1150,G1,-1
1151,G1,-1
1152,G1,-1
1153,G1,-1
1154,G1,-1
1155,G1,-1
1156,G1,-1
1157,G1,-1
1158,G1,-1
1159,G1,-1
1160,G1,-1
1161,G1,-1
1162,G1,-1
1163,G1,-1
1164,G1,-1
1165,G1,-1
1166,G1,-1
1167,G1,-1
1168,G1,-1
1169,G1,-1
1170,G1,-1
1171,G1,-1
1172,G1,-1
1173,G1,-1
1174,G1,-1
1175,G1,-1
1176,G1,-1
1177,G1,-1
1178,G1,-1
1179,G1,-1
1180,G1,-1
1181,G1,-1
1182,G1,-1
1183,G1,-1
1184,G1,-1
1185,G1,-1
1186,G1,-1
1187,G1,-1
1188,G1,-1
1189,G1,-1
1190,G1,-1
1191,G1,-1
1192,G1,-1
1193,G1,-1
1194,G1,-1
1195,G1,-1
1196,G1,-1
1197,G1,-1
1198,G1,-1
1199,G1,-1
1200,G1,-1
1201,G1,-1
1202,G1,-1
1203,G1,-1
1204,G1,-1
1205,G1,-1
1206,G1,-1
1207,G1,-1
1208,G1,-1
1209,G1,-1
1210,G1,-1
1211,G1,-1
1212,G1,-1
1213,G1,-1
1214,G1,-1
1215,G1,-1
1216,G1,-1
1217,G1,-1
1218,G1,-1
1219,G1,-1
1220,G1,-1
1221,G1,-1
1222,G1,-1
1223,G1,-1
1224,G1,-1
1225,G1,-1
1226,G1,-1
1227,G1,-1
1228,G1,-1
1229,G1,-1
1230,G1,-1
1231,G1,-1
1232,G1,-1
1233,G1,-1
1234,G1,-1
1235,G1,-1
1236,G1,-1
1237,G1,-1
1238,G1,-1
1239,G1,-1
1240,G1,-1
1241,G1,-1
1242,G1,-1
1243,G1,-1
1244,G1,-1
1245,G1,-1
1246,G1,-1
1247,G1,-1
1248,G1,-1
1249,G1,-1
1250,G1,-1
1251,G1,-1
1252,G1,-1
1253,G1,-1
1254,G1,-1
1255,G1,-1
1256,G1,-1
1257,G1,-1
1258,G1,-1
1259,G1,-1
1260,G1,-1
1261,G1,-1
1262,G1,-1
1263,G1,-1
1264,G1,-1
1265,G1,-1
1266,G1,-1
1267,G1,-1
1268,G1,-1
1269,G1,-1
1270,G1,-1
1271,G1,-1
1272,G1,-1
1273,G1,-1
1274,G1,-1
1275,G1,-1
1276,G1,-1
1277,G1,-1
1278,G1,-1
1279,G1,-1
1280,G1,-1
1281,G1,-1
1282,G1,-1
1283,G1,-1
1284,G1,-1
1285,G1,-1
1286,G1,-1
1287,G1,-1
1288,G1,-1
1289,G1,-1
1290,G1,-1
1291,G1,-1
1292,G1,-1
1293,G1,-1
1294,G1,-1
1295,G1,-1
1296,G1,-1
1297,G1,-1
1298,G1,-1
1299,G1,-1
1300,G1,-1
1301,G1,-1
1302,G1,-1
1303,G1,-1
1304,G1,-1
1305,G1,-1
1306,G1,-1
1307,G1,-1
1308,G1,-1
1309,G1,-1
1310,G1,-1
1311,G1,-1
1312,G1,-1
1313,G1,-1
1314,G1,-1
1315,G1,-1
1316,G1,-1
1317,G1,-1
1318,G1,-1
1319,G1,-1
1320,G1,-1
1321,G1,-1
1322,G1,-1
1323,G1,-1
1324,G1,-1
1325,G1,-1
1326,G1,-1
1327,G1,-1
1328,G1,-1
1329,G1,-1
1330,G1,-1
1331,G1,-1
1332,G1,-1
1333,G1,-1
1334,G1,-1
1335,G1,-1
1336,G1,-1
1337,G1,-1
1338,G1,-1
1339,G1,-1
1340,G1,-1
1341,G1,-1
1342,G1,-1
1343,G1,-1
1344,G1,-1
1345,G1,-1
1346,G1,-1
1347,G1,-1
1348,G1,-1
1349,G1,-1
1350,G1,-1
1351,G1,-1
1352,G1,-1
1353,G1,-1
1354,G1,-1
1355,G1,-1
1356,G1,-1
1357,G1,-1
1358,G1,-1
1359,G1,-1
1360,G1,-1
1361,G1,-1
1362,G1,-1
1363,G1,-1
1364,G1,-1
1365,G1,-1
1366,G1,-1
1367,G1,-1
1368,G1,-1
1369,G1,-1
1370,G1,-1
1371,G1,-1
1372,G1,-1
1373,G1,-1
1374,G1,-1
1375,G1,-1
1376,G1,-1
1377,G1,-1
1378,G1,-1
1379,G1,-1
1380,G1,-1
1381,G1,-1
1382,G1,-1
1383,G1,-1
1384,G1,-1
1385,G1,-1
1386,G1,-1
1387,G1,-1
1388,G1,-1
1389,G1,-1
1390,G1,-1
1391,G1,-1
1392,G1,-1
1393,G1,-1
1394,G1,-1
1395,G1,-1
1396,G1,-1
1397,G1,-1
1398,G1,-1
1399,G1,-1
1400,G1,-1
1401,G1,-1
1402,G1,-1
1403,G1,-1
1404,G1,-1
1405,G1,-1
1406,G1,-1
1407,G1,-1
1408,G1,-1
1409,G1,-1
1410,G1,-1
1411,G1,-1
1412,G1,-2
1413,G1,-1
1414,G1,-1
1415,G1,-1
1416,G1,-1
1417,G1,-1
1418,G1,-1
1419,G1,-1
1420,G1,-1
1421,G1,-2
1422,G1,-2
1423,G1,-2
1424,G1,-1
1425,G1,-1
1426,G1,-1
1427,G1,-1
1428,G1,-1
1429,G1,-1
1430,G1,-1
1431,G1,-1
1432,G1,-1
1433,G1,-1
1434,G1,-1
1435,G1,-1
1436,G1,-1
1437,G1,-1
1438,G1,-1
1439,G1,-1
1440,G1,-1
1441,G1,-1
1442,G1,-1
1443,G1,-1
1444,G1,-1
1445,G1,-1
1446,G1,-1
1447,G1,-1
1448,G1,-1
1449,G1,-1
1450,G1,-1
1451,G1,-1
1452,G1,-1
1453,G1,-1
1454,G1,-1
1455,G1,-1
1456,G1,-1
1457,G1,-1
1458,G1,-1
1459,G1,-1
1460,G1,-1
1461,G1,-1
1462,G1,-1
1463,G1,-1
1464,G1,-1
1465,G1,-1
1466,G1,-1
1467,G1,-1
1468,G1,-1
1469,G1,-1
1470,G1,-1
1471,G1,-1
1472,G1,-1
1473,G1,-1
1474,G1,-1
1475,G1,-1
1476,G1,-1
1477,G1,-1
1478,G1,-1
1479,G1,-1
1480,G1,-1
1481,G1,-1
1482,G1,-1
1483,G1,-1
1484,G1,-1
1485,G1,-1
1486,G1,-1
1487,G1,-1
1488,G1,-1
1489,G1,-1
1490,G1,-1
1491,G1,-1
1492,G1,-1
1493,G1,-1
1494,G1,-1
1495,G1,-1
1496,G1,-1
1497,G1,-1
1498,G1,-1
1499,G1,-1
1500,G1,-1
1501,G1,-1
1502,G1,-1
1503,G1,-1
1504,G1,-1
1505,G1,-1
1506,G1,-1
1507,G1,-1
1508,G1,-1
1509,G1,-1
1510,G1,-1
1511,G1,-1
1512,G1,-1
1513,G1,-1
1514,G1,-1
1515,G1,-1
1516,G1,-1
1517,G1,-1
1518,G1,-1
1519,G1,-1
1520,G1,-1
1521,G1,-1
1522,G1,-1
1523,G1,-1
1524,G1,-1
1525,G1,-1
1526,G1,-1
1527,G1,-1
1528,G1,-1
1529,G1,-1
1530,G1,-1
1531,G1,-1
1532,G1,-1
1533,G1,-1
1534,G1,-1
1535,G1,-1
1536,G1,-1
1537,G1,-1
1538,G1,-2
1539,G1,-2
1540,G1,-1
1541,G1,-1
1542,G1,-1
1543,G1,-1
1544,G1,-1
1545,G1,-1
1546,G1,-1
1547,G1,-1
1548,G1,-1
1549,G1,-1
1550,G1,-1
1551,G1,-1
1552,G1,-1
1553,G1,-1
1554,G1,-1
1555,G1,-1
1556,G1,-1
1557,G1,-1
1558,G1,-1
1559,G1,-1
1560,G1,-1
1561,G1,-1
1562,G1,-1
1563,G1,-1
1564,G1,-1
1565,G1,-1
1566,G1,-1
1567,G1,-1
1568,G1,-1
1569,G1,-1
1570,G1,-1
1571,G1,-1
1572,G1,-1
1573,G1,-1
1574,G1,-1
1575,G1,-1
1576,G1,-2
1577,G1,-2
1578,G1,-2
1579,G1,-2
1580,G1,-1
1581,G1,-1
1582,G1,-1
1583,G1,-1
1584,G1,-1
1585,G1,-1
1586,G1,-1
1587,G1,-1
1588,G1,-1
1589,G1,-1
1590,G1,-2
1591,G1,-2
1592,G1,-2
