source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,smiles,unimol_similarity,moltrans,drugban,tankbind
G2,gmdldr_reinvent,6.098071098,6.537716866,5.997159004,7.827126503,-11.6,-1.918022633,0.930309951,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(O)C(C)(C)O)c(C)c1,0.8561980724334717,0.9092212319374084,0.2107382863759994,
G2,gmdldr_reinvent,5.349782944,6.848545074,5.466841221,6.709605217,-11.1,-2.176846504,0.928203404,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(O)CO)c(C)c1,0.8852366209030151,0.9463051557540894,0.0366607494652271,
G2,gmdldr_transmol,6.109093666,6.202278137,6.355064869,9.089280128,-10.4,-1.764899731,0.92491293,CCn1c(C(=O)NC(C)CO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8883852958679199,0.8730286955833435,0.0998244956135749,
G2,gmdldr_reinvent,6.215744972,6.642697334,4.897855759,8.346847534,-11.1,-1.496314287,0.917571545,CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8718377351760864,0.8878698945045471,0.365791916847229,
G2,gmdldr_reinvent,5.955497742,6.516320229,4.916679382,8.511849403,-11.2,-1.255066633,0.931972206,CCC(CC)(c1ccc(OCC(O)C(C)(C)C)cc1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8560792207717896,0.9424971342086792,0.3801398277282715,
G2,gmdldr_reinvent,5.530200958,6.315033436,5.086548328,5.850783348,-10.8,-1.976899981,0.919884145,CCC(CC)(c1ccc(OCCC(C)(C)O)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.877779483795166,0.8916882276535034,0.2167086005210876,
G2,gmdldr_reinvent,6.201478481,6.952324867,4.788660526,8.528213501,-10.9,-1.567396164,0.928370655,CCC(CC)(c1ccc(OCCC(C)(C)O)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8910502195358276,0.9125372171401978,0.1478742212057113,
G2,gmdldr_reinvent,6.231905937,6.374099731,5.596390724,7.125543594,-11.6,-1.171132207,0.917633474,CCC(CC)(c1ccc(OCCC(O)C(C)(C)C)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.8571721315383911,0.8866223692893982,0.5302000641822815,
G2,gmdldr_reinvent,6.15429306,6.754516602,5.031374931,8.491132736,-11.4,-1.367988706,0.925377011,CCC(CC)(c1ccc(OCCC(O)C(C)(C)C)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.894257128238678,0.8664731979370117,0.3167613446712494,
G2,gmdldr_reinvent,5.601134777,6.986484528,4.973513126,8.656168938,-10.7,-1.930988789,0.921535969,CCC(CC)(c1ccc(OCCCO)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8757288455963135,0.8258419036865234,0.0278420932590961,
G2,gmdldr_reinvent,7.889750481,6.305122852,5.462644577,9.284472466,-11.5,-1.639507771,0.923413396,CCC(CC)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9690415859222412,0.8678129315376282,0.0282534752041101,
G2,gmdldr_reinvent,6.534378052,6.542239189,5.302722931,8.661944389,-11.9,-1.873893738,0.918314755,CCC(O)(C#Cc1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)cc1C)CC,0.8972651362419128,0.8855054974555969,0.9155830144882202,
G2,gmdldr_reinvent,6.358290672,6.889903545,5.435707569,8.621479988,-11.2,-1.821878791,0.915276349,CCC(O)(CC)CCOc1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)cc1C,0.8887014985084534,0.910546898841858,0.1524065285921096,
G2,gmdldr_transmol,6.497289658,6.356923103,6.838201046,6.732860565,-10.6,-0.535451591,0.91555655,CCn1c(C(=O)NCCCN2CCOCC2)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8400230407714844,0.9060948491096495,0.0291335880756378,
G2,gmdldr_reinvent,6.916061401,6.519806862,6.363327503,9.227231979,-11.4,-1.349986553,0.918855608,CCn1c(C(=O)NC(CC(C)C)C(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.841957688331604,0.819058895111084,0.6491115689277649,
G2,gmdldr_reinvent,6.861185551,6.263871193,6.955237389,9.010189056,-11.2,-0.841260314,0.915818989,CCn1c(C(=O)NC(CCC(=O)O)C(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8944128751754761,0.8954625129699707,0.8023943901062012,
G2,gmdldr_reinvent,6.989814281,6.828199863,6.349703789,8.650280952,-9.9,-0.998634815,0.929512918,CCn1c(C(=O)NCC#N)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.9032572507858276,0.9260266423225404,0.2895276844501495,
G2,gmdldr_reinvent,5.761841774,5.286001682,7.037911415,6.451224327,-10.5,-1.39810729,0.920120358,CCn1c(C(=O)NCC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.9092453122138976,0.9539846181869508,0.4550802111625671,
G2,gmdldr_reinvent,5.734127045,6.296197891,6.79473114,6.96710968,-10.6,-1.603808045,0.922626615,CCn1c(C(=O)NCC(O)CO)ccc1C(CC)(CC)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.8950884342193604,0.9163067936897278,0.0334441028535366,
G2,gmdldr_reinvent,6.171826839,6.169975758,6.940690994,8.528558731,-10.4,-1.389209986,0.924161375,CCn1c(C(=O)NCC(O)CO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8920247554779053,0.8581907153129578,0.018950592726469,
G2,gmdldr_reinvent,6.316910744,6.793450832,6.342170715,7.87216568,-10.3,-1.629062414,0.92254591,CCn1c(C(=O)NCC(O)CO)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,0.8848428130149841,0.8893673419952393,0.0034532444551587,
G2,gmdldr_reinvent,7.390072346,6.948698044,6.725916862,8.561543465,-10.2,-1.679944038,0.92541045,CCn1c(C(=O)NCCC#N)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.9102988839149476,0.9045349359512328,0.2324564605951309,
G2,gmdldr_reinvent,5.828364372,5.978766918,6.179763317,6.65514946,-10.3,-1.5185256,0.930141628,CCn1c(C(=O)NCCCO)ccc1C(CC)(CC)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.9014452695846558,0.9461594223976136,0.0794645249843597,
G2,gmdldr_reinvent,6.236992836,6.576921463,5.888928413,8.264157295,-9.8,-1.014184833,0.920561969,CCn1c(C(=O)NCCCO)ccc1C(CC)(CC)c1ccc(OCCC(C)(C)O)c(C)c1,0.9005430936813354,0.9541789293289183,0.0060104201547801,
G2,gmdldr_transmol,5.270677567,5.530432701,6.311869621,7.008353233,-9.8,-0.567251921,0.915240407,CCn1c(C(=O)NCCN(C)C)ccc1C(CC)(CC)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.8841184377670288,0.9709098935127258,0.2108126133680343,
G2,gmdldr_reinvent,6.691896915,6.263043404,5.683111668,8.835055351,-9.9,-1.066811323,0.922776341,CCn1c(C(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.94186669588089,0.9093711376190186,0.3379035294055938,
G2,reinvent_transmol,7.170865536,7.821995735,7.654491425,9.85544014,-11.5,-2.030191422,0.929356217,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC)CC(O)C(=CCCO)C1O,0.9257318377494812,0.9084066152572632,0.562269389629364,
G2,reinvent_transmol,6.920286179,8.968984604,7.592292786,9.819128036,-11.8,-1.718780875,0.923018396,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2CC(C)(O)C(=O)N2C)CC(O)CC1O,0.976957142353058,0.8632356524467468,0.1965282708406448,
G2,reinvent_transmol,7.313024044,7.913043022,7.406159401,9.62771225,-12.3,-2.359752178,0.922245681,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC(C)C)CC(O)C(C)C1O,0.9429161548614502,0.9244289994239808,0.4257772862911224,
G2,gmdldr_transmol,7.148265839,7.795254707,7.292823315,9.697013855,-11.1,-2.054033756,0.921377003,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2C)CC(O)CC1O,0.9252912998199464,0.8709209561347961,0.1952536553144455,
G2,reinvent_transmol,7.561495781,8.088237762,7.778529644,9.549173355,-12.7,-2.14217782,0.916389644,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)C(C)C1O,0.9493169784545898,0.9127324223518372,0.5172649621963501,
G2,reinvent_transmol,6.932056427,8.242431641,7.808135986,9.497692108,-11.6,-2.158148527,0.917678475,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)C(CCCO)C1O,0.905465602874756,0.9036298394203186,0.5781348943710327,
G2,reinvent_transmol,6.924612045,8.175344467,7.790418625,9.599554062,-11.2,-1.911892653,0.930792809,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)C(CCO)C1O,0.9384936094284058,0.9053736925125122,0.4621529281139374,
G2,reinvent_transmol,8.151884079,8.052910805,5.793456554,9.143880844,-11.7,-1.842334509,0.92460233,C=C1C(O)CC(=CC=C2CCCC3(C)C(CCCCC(C)(C)O)CCC23)CC1O,0.9636024832725524,0.8714208006858826,0.3638705909252167,
G2,reinvent_transmol,8.546085358,7.466391087,6.438232422,9.404333115,-10.8,-1.942427516,0.933863103,C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CCC(C)(C)O)CC1O,0.959298849105835,0.8719810843467712,0.6444800496101379,
G2,reinvent_transmol,7.26416254,7.392501831,6.950780392,9.685972214,-12.4,-2.241611481,0.929732919,C=C1CC(CC(C)C2CCC3C(=CC=C4CC(O)CC(O)C4=C)CCCC32C)OC1=O,0.9671858549118042,0.935164511203766,0.0954228639602661,
G2,reinvent_transmol,6.576885223,6.965574265,5.230541229,8.997685432,-10.9,-0.453189075,0.932162762,CC(CCCCCNS(C)(=O)=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9398057460784912,0.931809663772583,0.1923121958971023,
G2,reinvent_transmol,6.562969208,7.144025803,5.232475281,7.243459702,-11.6,-1.669823647,0.922951341,CC(CCCCNS(=O)(=O)C(F)(F)F)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9263322353363036,0.9172378778457642,0.6182146668434143,
G2,reinvent_transmol,7.690661907,7.576126099,6.781644821,9.256019592,-12.6,-1.315876961,0.92552644,CC(CCCCNS(=O)(=O)c1ccccc1)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9126940965652466,0.917272448539734,0.0355545170605182,
G2,reinvent_transmol,6.35612011,6.959394455,4.927977562,9.163860321,-11.2,-1.048652649,0.919871926,CC(CCCCNS(C)(=O)=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.9449248313903807,0.9293368458747864,0.1879149973392486,
G2,gmdldr_transmol,7.767847538,8.418872833,7.571693897,9.551918983,-13.3,-2.391925335,0.923731446,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC)CC(O)C(C)C1O,0.9301371574401855,0.8802696466445923,0.4391643404960632,
G2,reinvent_transmol,6.629669189,8.424250603,5.768034935,7.48597908,-10.9,-1.352784634,0.925046086,CC(CCCNS(N)(=O)=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,0.95240581035614,0.9354477524757384,0.2859883904457092,
G2,reinvent_transmol,8.089406967,8.122926712,5.948954582,9.815057755,-10.3,-2.145984888,0.933821857,CC1=C(C=CC2=CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,0.9633874893188475,0.8807904720306396,0.4887645840644836,
G2,reinvent_transmol,5.134189606,6.022199154,4.753876209,6.208359718,-10.9,-1.580777884,0.924528897,CCC(CC)(c1ccc(NCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.8997994065284729,0.9009611010551452,0.771259605884552,
G2,reinvent_transmol,6.224489212,6.085623741,4.87573576,9.054089546,-11.8,-1.467344046,0.916780293,CCC(CC)(c1ccc(NCC(O)C(C)(C)C)c(C)c1)c1ccc(NCC(O)C(C)(C)C)c(C)c1,0.9139265418052672,0.858319878578186,0.3866207599639892,
G2,reinvent_transmol,5.703566551,6.298659325,6.913541317,7.011122704,-11.1,-2.032351494,0.920968056,CCC(CC)(c1ccc(NCC(O)CO)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.904941201210022,0.8751232028007507,0.0230914521962404,
G2,reinvent_transmol,5.986432076,6.178630352,7.08095789,8.686463356,-11.2,-1.556711078,0.920165062,CCC(CC)(c1ccc(NCC(O)CO)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8944476246833801,0.8561403751373291,0.0128412852063775,
G2,reinvent_transmol,5.946699142,5.806190491,4.90396595,6.345277786,-10.7,-0.916440845,0.920029342,CCC(CC)(c1ccc(NCCC(C)(C)O)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,0.9088910818099976,0.929044544696808,0.2520850002765655,
G2,reinvent_transmol,5.119577885,5.356033802,5.029389858,6.017520905,-9.7,-1.664936543,0.917783082,CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(C(=O)NCCC(=O)OC)n1C,0.8887746334075928,0.893168568611145,0.1310487240552902,
G2,reinvent_transmol,5.550145626,6.143841267,4.932366848,8.425255775,-10.3,-2.196834087,0.919641793,CCC(CC)(c1ccc(OCC(=O)O)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.909087896347046,0.8582954406738281,0.2005110532045364,
G2,reinvent_transmol,6.682682991,6.370316505,7.119640827,7.591911316,-10.4,-0.53723526,0.910668075,CCN(CC)CCCNC(=O)c1ccc(C(CC)(CC)c2ccc(C#CC(O)(CC)CC)c(C)c2)n1CC,0.8817696571350098,0.873578667640686,0.7450187802314758,
G2,gmdldr_transmol,6.941766739,8.32690239,7.600649834,9.579117775,-11.8,-2.28677702,0.930584908,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC)CC(O)C(CCCO)C1O,0.9290486574172974,0.8782121539115906,0.4542549550533294,
G2,reinvent_transmol,5.15130806,5.884360313,6.054068089,7.190689087,-10.5,-1.103218436,0.917019188,CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(=O)C(C)(C)C)c(C)c2)n1CC,0.86103755235672,0.7790821194648743,0.176360547542572,
G2,reinvent_transmol,6.47214222,6.486810207,6.961515903,8.376525879,-10.5,-0.790466905,0.914329708,CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)n1CC,0.8812510967254639,0.8443166017532349,0.1725800484418869,
G2,reinvent_transmol,5.971888542,6.048771858,6.691829205,8.856450081,-10.4,-1.448440313,0.922900379,CCn1c(C(=O)N(C)CC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,0.8971673250198364,0.8911687731742859,0.4358801543712616,
