smiles,source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,drugban_affinity,moltrans_affinity,tankbind_affinity,unimol_similarity,MW,cLogP,tPSA,HBD,HBA,RotB,RingCount,AromaticRingCount,FractionCSP3,HeavyAtomCount,FormalCharge,MR,NumStereocenters,BertzCT,LabuteASA,QED,SAScore,meta_score,has_a_ring,is_secosteroidal,c2_modified,pentacyclic,has_o5ring,sidechain_cycle,n_rings,non_steroidal
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCCCC)CC(O)CC1O,G2,gmdldr_reinvent,7.789126396,8.704262733,7.62425375,9.434100151,-10.0,-2.157224417,0.922507405,-7.732843318,-7.360300092,7.712109565734863,0.96163404,400.3341306479999,6.733900000000009,40.46,2.0,2.0,7.0,3.0,0.0,0.7777777777777778,29.0,0.0,122.64860000000007,6.0,630.4490547879986,178.72991094939294,0.4648728894157747,4.308747677780282,0.7801058050883329,True,True,False,False,False,True,3,False
CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1ccc(C(=O)NCCC(=O)O)n1C,G3,transmol-reinvent-gmdldr,6.314901352,5.911782742,5.940359116,8.615617752,-10.088,-1.717928648,0.929611325,-8.835464089,-6.942565007,7.44854736328125,0.9527831,472.29372238,4.429920000000003,100.79,3.0,5.0,11.0,2.0,2.0,0.5555555555555556,34.0,0.0,133.49680000000006,1.0,998.9347620984696,202.6865642955074,0.4491603376729779,3.4074980264023926,0.8437931987518932,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCC)CC(O)CC1O,G3,transmol-reinvent-gmdldr,7.790313244,8.064002037,7.75839901,9.781510353,-10.232,-2.338964224,0.929002583,-8.055901024,-7.291446082,7.475039482116699,0.96934617,468.32395988799993,6.051500000000008,66.76,2.0,4.0,6.0,4.0,0.0,0.7,34.0,0.0,135.92460000000003,8.0,882.2362189419488,205.4043704364199,0.3677104599636014,5.022181686507581,0.8042553994815971,True,True,False,False,True,True,4,False
CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(O)C(C)(C)C)c(C)c2)n1C,G2,gmdldr_transmol,7.080456257,6.605853558,5.836001396,8.228843689,-10.3,-0.807036102,0.925865769,-8.547765166,-6.9229178,7.785599708557129,0.94295627,499.377392428,5.297020000000006,66.73000000000002,2.0,5.0,13.0,2.0,2.0,0.6333333333333333,36.0,0.0,149.03199999999987,1.0,981.8107143821438,218.5854684566609,0.3926310309826944,3.485086350089244,0.7795229287690351,False,False,False,False,False,True,2,True
CC1=C(C=CC2=CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)CC1O,G2,reinvent_transmol,8.089406967,8.122926712,5.948954582,9.815057755,-10.3,-2.145984888,0.933821857,-8.07819758,-7.059740176,7.84288215637207,0.9674376,416.3290452679999,5.704700000000008,60.69,3.0,3.0,7.0,3.0,0.0,0.7777777777777778,30.0,0.0,124.03840000000008,6.0,695.3869642763738,183.5241447015889,0.4984056426704286,4.8025664408629964,0.7894962071505538,False,True,False,False,False,True,3,False
CCC(CC)(c1ccc(OCC(=O)O)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,reinvent_transmol,5.550145626,6.143841267,4.932366848,8.425255775,-10.3,-2.196834087,0.919641793,-8.519251662,-7.45882639,7.223862648010254,0.9523821,442.2719243159999,5.658740000000007,75.99000000000001,2.0,4.0,10.0,2.0,2.0,0.5185185185185185,32.0,0.0,127.80760000000008,1.0,922.12933058963,191.9397091049597,0.4965579614957616,3.0795571210076025,0.7764582260733868,False,False,False,False,False,True,2,True
CCn1c(C(=O)NCCCO)ccc1C(CC)(CC)c1ccc(C#CC(O)(CC)CC)c(C)c1,G2,reinvent_transmol,6.323387623,6.702601433,7.072906017,7.972141266,-10.3,-1.290553927,0.929700971,-9.460044218,-7.101784296,8.356280326843262,0.9560399,466.319543204,4.937320000000005,74.49000000000001,3.0,4.0,11.0,2.0,2.0,0.5517241379310345,34.0,0.0,139.09279999999993,0.0,1017.7271823346666,205.14060658660927,0.3244321353293379,3.3438461048299644,0.8546604377479015,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)(C)O)CC(O)CC1O,G2,gmdldr_reinvent,8.316912651,8.161810875,7.778336048,9.653635025,-10.3,-1.114530921,0.930210888,-9.138892689,-6.427987054,7.660213470458984,0.96925735,374.282095076,4.534400000000006,60.69,3.0,3.0,3.0,3.0,0.0,0.75,27.0,0.0,110.18740000000004,6.0,638.501951305067,164.4293183583991,0.6798144533663402,4.682801014081155,0.8575323315749276,True,True,False,False,False,True,3,False
CCn1c(C(=O)NCC(O)CO)ccc1C(CC)(CC)c1ccc(OCCC(O)(CC)CC)c(C)c1,G2,gmdldr_reinvent,6.316910744,6.793450832,6.342170715,7.87216568,-10.3,-1.629062414,0.92254591,-8.607679248,-6.642617467,7.59945011138916,0.9502919,502.340672572,4.325520000000004,103.95000000000002,4.0,6.0,15.0,2.0,2.0,0.6206896551724138,36.0,0.0,143.7165999999999,1.0,976.0392963631313,216.0491601764529,0.2903166492728071,3.6503658318740255,0.784268898753305,False,False,False,False,False,True,2,True
CCn1c(C(=O)NC(C)CO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_transmol,6.109093666,6.202278137,6.355064869,9.089280128,-10.4,-1.764899731,0.92491293,-9.199302406,-6.860245046,7.80271053314209,0.95102286,472.33010788799993,4.818920000000005,83.72000000000001,3.0,5.0,11.0,2.0,2.0,0.6071428571428571,34.0,0.0,137.61779999999993,2.0,953.801095649907,204.88998430986032,0.4378382223413991,3.769025737588533,0.833397194314451,False,False,False,False,False,True,2,True
CCN(CC)CCCNC(=O)c1ccc(C(CC)(CC)c2ccc(C#CC(O)(CC)CC)c(C)c2)n1CC,G2,reinvent_transmol,6.682682991,6.370316505,7.119640827,7.591911316,-10.4,-0.53723526,0.910668075,-8.931337506,-7.085179125,8.150491714477539,0.94550693,521.3981278719999,6.286820000000007,57.50000000000001,2.0,4.0,14.0,2.0,2.0,0.6060606060606061,38.0,0.0,159.7949999999997,0.0,1093.1734399462184,231.5659749622032,0.2269847456612573,3.37924129233061,0.8269123220251161,False,False,False,False,False,True,2,True
CCn1c(C(=O)N(C)CC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,reinvent_transmol,5.971888542,6.048771858,6.691829205,8.856450081,-10.4,-1.448440313,0.922900379,-9.786904107,-6.955408257,7.802661895751953,0.95611864,486.309372444,4.864920000000005,92.0,2.0,5.0,11.0,2.0,2.0,0.5714285714285714,35.0,0.0,138.20009999999996,1.0,1030.4539968962058,209.26147789649943,0.4730080738953394,3.547780409142929,0.8641625916841804,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC)CCCC)CC(O)CC1O,G2,gmdldr_reinvent,8.313011169,8.427350044,7.626875877,9.514644623,-10.4,-1.660843015,0.927764535,-8.227377964,-6.760123018,7.550228118896484,0.9658649,428.3654307759999,7.37000000000001,40.46,2.0,2.0,8.0,3.0,0.0,0.7931034482758621,31.0,0.0,131.81260000000006,7.0,674.2244321980916,191.4597951781861,0.4234881382425384,4.648652093462442,0.806919948584635,True,True,False,False,False,True,3,False
CCn1c(C(=O)NCC(O)CO)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_reinvent,6.171826839,6.169975758,6.940690994,8.528558731,-10.4,-1.389209986,0.924161375,-8.806815771,-6.881159297,7.800148010253906,0.96055466,488.325022508,3.7913200000000025,103.95000000000002,4.0,6.0,12.0,2.0,2.0,0.6071428571428571,35.0,0.0,139.02959999999993,2.0,972.2126379410416,209.6842180620564,0.3639396079569514,3.807233999766142,0.803038487268536,False,False,False,False,False,True,2,True
CCn1c(C(=O)NCC(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G3,transmol-reinvent-gmdldr,6.502767563,6.146933556,7.36817503,8.725636482,-10.487,-1.632842541,0.923184216,-8.175538451,-6.964595582,7.805746078491211,0.9658854,472.29372238,4.522720000000004,100.79,3.0,5.0,11.0,2.0,2.0,0.5555555555555556,34.0,0.0,133.5728,1.0,998.9347620984696,202.68656429550748,0.4463102912605838,3.4608574515925863,0.7731174125064195,False,False,False,False,False,True,2,True
CCN(CC)CCNC(=O)c1ccc(C(CC)(CC)c2ccc(OCC(=O)C(C)(C)C)c(C)c2)n1CC,G2,reinvent_transmol,5.15130806,5.884360313,6.054068089,7.190689087,-10.5,-1.103218436,0.917019188,-8.155499143,-7.134435192,7.953374862670898,0.94457453,511.377392428,5.988120000000007,63.57000000000001,1.0,5.0,14.0,2.0,2.0,0.6129032258064516,37.0,0.0,152.72519999999977,0.0,1040.4530421860522,224.31769891890528,0.3384672676407402,3.046213560004313,0.7726729281580846,False,False,False,False,False,True,2,True
CCn1c(C(=O)NCCCN2CCOCC2)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_transmol,6.497289658,6.356923103,6.838201046,6.732860565,-10.6,-0.535451591,0.91555655,-8.586450229,-6.69896379,7.8119659423828125,0.93316925,541.3879571119999,5.160420000000006,75.96000000000001,2.0,6.0,13.0,3.0,2.0,0.65625,39.0,0.0,157.81299999999973,1.0,1061.851787895528,235.4230667614318,0.3427583208888405,3.513508128976005,0.8028538966467558,False,False,False,False,False,True,3,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC(O)C(C)C1O,G2,gmdldr_reinvent,8.196698189,8.228028297,7.662236214,9.601915359,-10.6,-2.26284647,0.932764232,-7.656069499,-7.053080671,7.757908821105957,0.9713604,416.3290452679999,5.560600000000007,60.69,3.0,3.0,5.0,3.0,0.0,0.7777777777777778,30.0,0.0,123.96840000000007,7.0,697.3869642763739,183.5241447015889,0.5496725770774349,4.697933672846694,0.778768858915907,True,True,True,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)CC1O,G3,transmol-reinvent-gmdldr,8.284381866,7.688836098,6.775156975,9.505450249,-10.6,-2.154748917,0.922946274,-7.954175235,-7.345841416,7.858346939086914,0.97103286,402.313395204,5.314600000000007,60.69,3.0,3.0,5.0,3.0,0.0,0.7692307692307693,29.0,0.0,119.42140000000008,6.0,651.9311491153388,177.1592025871923,0.5458641987083581,4.667208458911949,0.7863948224422449,True,True,False,False,False,True,3,False
CCC(CC)(c1ccc(OCC(CO)CO)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G3,transmol-reinvent-gmdldr,5.903988838,6.706568241,4.951003075,8.893852234,-10.687,-2.271906614,0.92357254,-8.88793521,-6.95929384,7.259524345397949,0.9491456,472.3188745079999,5.174940000000006,79.15,3.0,5.0,12.0,2.0,2.0,0.5862068965517241,34.0,0.0,137.83339999999993,1.0,907.2223565979664,205.3023049859052,0.3969115437425461,3.3216699492955524,0.802016596686058,False,False,False,False,False,True,2,True
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC(C)(C)O)CC1O,G3,transmol-reinvent-gmdldr,8.654823303,7.782531738,6.457612038,9.538759232,-10.7,-1.58303833,0.92390269,-8.338377599,-6.847169577,8.230690956115723,0.9734535,458.37599546,6.730900000000009,60.69,3.0,3.0,8.0,3.0,0.0,0.8,33.0,0.0,137.81940000000003,7.0,726.1308959250727,202.6189710447788,0.3533544357240182,4.937108719694657,0.8006827566894543,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CCC(C)(C)O)CC1O,G2,reinvent_transmol,8.546085358,7.466391087,6.438232422,9.404333115,-10.8,-1.942427516,0.933863103,-8.066510289,-6.850948844,8.254922866821289,0.9674713,472.391645524,7.12100000000001,60.69,3.0,3.0,9.0,3.0,0.0,0.8064516129032258,34.0,0.0,142.43639999999996,7.0,741.1289884740283,208.98391315917544,0.313043047745637,4.911376161260497,0.7863893031801394,True,True,False,False,False,True,3,False
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)C)CC(O)CC1O,G3,transmol-reinvent-gmdldr,8.053861618,7.467820168,7.018972397,9.036397934,-10.892,-2.43904829,0.925465763,-8.018137284,-7.221002653,7.881635665893555,0.9691752,414.3497807119999,6.9799000000000095,40.46,2.0,2.0,5.0,3.0,0.0,0.7857142857142857,30.0,0.0,127.19560000000008,6.0,679.2428848710127,185.0948530637896,0.5092403104462827,4.473956684765436,0.7878631337229249,True,True,False,False,False,True,3,False
CC(CCCNS(N)(=O)=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,G2,reinvent_transmol,6.629669189,8.424250603,5.768034935,7.48597908,-10.9,-1.352784634,0.925046086,-9.149770949,-6.952280385,7.560710906982422,0.95620215,440.27087876,3.170700000000001,112.65,4.0,4.0,7.0,3.0,0.0,0.8260869565217391,30.0,0.0,119.71050000000008,6.0,751.1647928789444,181.7456518076551,0.4554582373278657,4.51763869611289,0.8297399104461058,True,True,False,False,False,True,3,False
CCC(CC)(c1ccc(NCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,G2,reinvent_transmol,5.134189606,6.022199154,4.753876209,6.208359718,-10.9,-1.580777884,0.924528897,-8.458665597,-6.971673556,7.634063720703125,0.96084505,479.3399443,7.430640000000008,55.4,1.0,4.0,10.0,2.0,2.0,0.5483870967741935,35.0,0.0,146.62869999999984,0.0,968.3735312005836,212.40884911229904,0.3848444202048738,2.8251899933104188,0.8134998799091671,False,False,False,False,False,True,2,True
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCCC(C)(C)O)CC1O,G2,gmdldr_reinvent,8.128055573,7.76767683,6.507923603,9.585787773,-10.9,-2.220741749,0.929291904,-8.488937543,-6.973393051,8.340799331665039,0.957396,444.360345396,6.340800000000008,60.69,3.0,3.0,7.0,3.0,0.0,0.7931034482758621,32.0,0.0,133.20240000000007,7.0,711.1742311227822,196.2540289303822,0.4014874072547886,4.872779177965684,0.8094477176333803,True,True,False,False,False,True,3,False
CCC(CC)(c1ccc(OCCC(C)(C)O)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_reinvent,6.201478481,6.952324867,4.788660526,8.528213501,-10.9,-1.567396164,0.928370655,-8.521968227,-7.587778065,7.198619842529297,0.9404726,470.33960995199993,6.735140000000009,58.92,2.0,4.0,11.0,2.0,2.0,0.6,34.0,0.0,141.08659999999992,1.0,929.7971202379404,206.87301334810576,0.3819450605589585,3.257910875092163,0.784672963400913,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CC)CC(O)CC1O,G3,transmol-reinvent-gmdldr,7.582694054,8.46077919,7.690443993,9.72573185,-10.943,-2.372001886,0.922946155,-7.730648929,-6.546003961,7.54652214050293,0.97486335,454.30830982399993,5.661400000000007,66.76,2.0,4.0,5.0,4.0,0.0,0.6896551724137931,33.0,0.0,131.30760000000006,8.0,866.8476480497944,199.0394283220233,0.415373300813555,4.999737774444286,0.7756392721971826,True,True,False,False,True,True,4,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CC(C)CCCC(C)(C)O)CC1O,G2,gmdldr_reinvent,8.229234695,8.162086487,6.483257771,9.490831375,-11.0,-1.636808157,0.924878716,-9.068620057,-7.096413506,8.325303077697754,0.95517474,458.37599546,6.730900000000009,60.69,3.0,3.0,8.0,3.0,0.0,0.8,33.0,0.0,137.81940000000003,7.0,726.1308959250727,202.6189710447788,0.3533544357240182,4.830681027386965,0.8448511182150977,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CC)CC1O,G3,transmol-reinvent-gmdldr,8.958637238,7.124628067,7.400188923,9.497291565,-11.0,-1.41422987,0.92765063,-7.765468633,-6.940623315,7.390630722045898,0.9614129,344.271530392,5.173500000000005,40.46,2.0,2.0,3.0,3.0,0.0,0.7391304347826086,25.0,0.0,104.18060000000008,6.0,556.6418646361492,153.2701424918065,0.6931314562674303,4.578456549106081,0.7740383064815723,True,True,False,False,False,True,3,False
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCO)CC1O,G3,transmol-reinvent-gmdldr,7.200234413,7.043580055,6.553936481,9.487281799,-11.0,-1.468269825,0.924392164,-8.230256116,-7.138521623,7.513078689575195,0.9768862,374.282095076,4.536000000000005,60.69,3.0,3.0,5.0,3.0,0.0,0.75,27.0,0.0,110.20940000000006,6.0,588.7475432226415,164.4293183583991,0.6194177698157828,4.568211863396223,0.7902505876666379,True,True,False,False,False,True,3,False
CCC(CC)(c1ccc(NCC(O)CO)c(C)c1)c1ccc(OCC(=O)C(C)(C)C)c(C)c1,G2,reinvent_transmol,5.703566551,6.298659325,6.913541317,7.011122704,-11.1,-2.032351494,0.920968056,-8.363237067,-6.972458422,7.208076477050781,0.95708793,455.303558792,5.168640000000005,78.78999999999999,3.0,5.0,11.0,2.0,2.0,0.5357142857142857,33.0,0.0,135.25929999999997,1.0,941.3989446292272,198.7409681734575,0.4356916953847761,3.178269440431567,0.7736729636923215,False,False,False,False,False,True,2,True
CCC(CC)(c1ccc(OCC(=O)C(C)(C)C)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_reinvent,6.289546967,6.371225357,5.054211617,7.125274658,-11.1,-1.647877812,0.928534925,-8.761361302,-7.203402031,7.564584732055664,0.94330853,482.33960995199993,7.189340000000009,55.760000000000005,1.0,4.0,10.0,2.0,2.0,0.5806451612903226,35.0,0.0,144.6337999999999,1.0,1003.618804007818,212.6052438103501,0.3892846812264318,3.2452225927657583,0.7867131685521238,False,False,False,False,False,True,2,True
CCC(CC)(c1ccc(OCC(O)C(C)(C)C)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_reinvent,6.215744972,6.642697334,4.897855759,8.346847534,-11.1,-1.496314287,0.917571545,-8.554574697,-7.449184191,7.623768806457519,0.9427556,484.35526001599993,6.981140000000009,58.92,2.0,4.0,10.0,2.0,2.0,0.6129032258064516,35.0,0.0,145.6335999999999,2.0,885.4240285474708,213.2379554625024,0.3818051752818784,3.5575886536914894,0.7776331686991813,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2OC(=O)C(=C)C2CCCC)CC(O)C(CCO)C1O,G2,reinvent_transmol,6.924612045,8.175344467,7.790418625,9.599554062,-11.2,-1.911892653,0.930792809,-8.666610601,-7.158966204,7.697628974914551,0.9529961,526.3658247,6.0501000000000085,86.99000000000001,3.0,5.0,9.0,4.0,0.0,0.7272727272727273,38.0,0.0,151.1173999999999,9.0,962.4317263646049,229.2934305318057,0.251475783540434,5.222492010842867,0.8304082049549448,True,True,True,False,True,True,4,False
CC(CCCCNS(C)(=O)=O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,G2,reinvent_transmol,6.35612011,6.959394455,4.927977562,9.163860321,-11.2,-1.048652649,0.919871926,-8.486893292,-6.801050731,7.728395462036133,0.96636885,453.291279856,4.316900000000004,86.63000000000001,3.0,4.0,8.0,3.0,0.0,0.84,31.0,0.0,126.06410000000008,6.0,762.3914965713242,189.0002678288071,0.4778852782760825,4.414787215178488,0.7759451352818423,True,True,False,False,False,True,3,False
CCC(CC)(c1ccc(NCC(O)CO)c(C)c1)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,reinvent_transmol,5.986432076,6.178630352,7.08095789,8.686463356,-11.2,-1.556711078,0.920165062,-8.450759852,-6.848827612,7.154038429260254,0.95331645,457.319208856,4.960440000000005,81.95,4.0,5.0,11.0,2.0,2.0,0.5714285714285714,33.0,0.0,136.25909999999996,2.0,899.2557713605826,199.3736798256097,0.3833871430328,3.493716283134419,0.7841299317446453,False,False,False,False,False,True,2,True
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCC(C)(C)O)C(O)CC1O,G2,gmdldr_reinvent,7.907497883,8.195908546,7.697176456,9.603404999,-11.2,-1.206358433,0.933456242,-7.686680547,-6.563130526,7.581145286560059,0.97215706,388.2977451399999,4.924500000000006,60.69,3.0,3.0,5.0,3.0,0.0,0.76,28.0,0.0,114.80440000000009,6.0,653.1943321815353,170.7942604727957,0.626042840724,4.75972446646378,0.7706226713837432,False,True,False,False,False,True,3,False
CCn1c(C(=O)NC(CCC(=O)O)C(=O)O)ccc1C(CC)(CC)c1ccc(OCC(O)C(C)(C)C)c(C)c1,G2,gmdldr_reinvent,6.861185551,6.263871193,6.955237389,9.010189056,-11.2,-0.841260314,0.915818989,-8.607768023,-6.697708502,7.77490234375,0.94892514,544.3148517479999,4.756120000000005,138.09,4.0,6.0,14.0,2.0,2.0,0.5666666666666667,39.0,0.0,149.36359999999982,2.0,1158.5460200193754,230.7371464909372,0.2690653266192722,3.7829052470373217,0.7886314049614882,False,False,False,False,False,True,2,True
C=C1C(O)CC(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)O)CC1O,G2,gmdldr_transmol,7.732778072,7.576091766,6.970102787,9.602743149,-11.3,-2.149893045,0.922542393,-8.088167577,-7.311147494,7.845575332641602,0.9664412,402.313395204,5.314600000000007,60.69,3.0,3.0,6.0,3.0,0.0,0.7692307692307693,29.0,0.0,119.42140000000008,7.0,630.3388799553193,177.1592025871923,0.5273710550138061,4.677283749663916,0.7921490723619816,True,True,False,False,False,True,3,False
